61 	 19
  18.500 	   0.122 	   0.142 	   0.089 	  -0.017 	  -0.163 	  -0.352 	  -0.582 	  -0.833 	  -1.101 	  -1.399 	  -1.728 	  -2.087 	  -2.479 	  -2.896 	  -3.339 	  -3.808 	  -4.304 	  -4.827 	  -5.378 	
  19.000 	   0.121 	   0.135 	   0.077 	  -0.035 	  -0.187 	  -0.386 	  -0.621 	  -0.871 	  -1.146 	  -1.453 	  -1.791 	  -2.161 	  -2.555 	  -2.973 	  -3.418 	  -3.888 	  -4.386 	  -4.910 	  -5.464 	
  19.500 	   0.119 	   0.129 	   0.065 	  -0.052 	  -0.212 	  -0.419 	  -0.655 	  -0.909 	  -1.192 	  -1.507 	  -1.854 	  -2.224 	  -2.616 	  -3.034 	  -3.478 	  -3.946 	  -4.440 	  -4.959 	  -5.508 	
  20.000 	   0.117 	   0.123 	   0.053 	  -0.069 	  -0.237 	  -0.451 	  -0.687 	  -0.946 	  -1.237 	  -1.561 	  -1.906 	  -2.273 	  -2.663 	  -3.077 	  -3.515 	  -3.978 	  -4.465 	  -4.982 	  -5.525 	
  20.500 	   0.115 	   0.116 	   0.041 	  -0.086 	  -0.262 	  -0.481 	  -0.719 	  -0.984 	  -1.283 	  -1.604 	  -1.946 	  -2.307 	  -2.692 	  -3.100 	  -3.533 	  -3.990 	  -4.473 	  -4.983 	  -5.519 	
  21.000 	   0.113 	   0.109 	   0.028 	  -0.103 	  -0.287 	  -0.508 	  -0.748 	  -1.022 	  -1.321 	  -1.638 	  -1.971 	  -2.328 	  -2.706 	  -3.107 	  -3.533 	  -3.987 	  -4.465 	  -4.966 	  -5.492 	
  21.500 	   0.111 	   0.103 	   0.016 	  -0.121 	  -0.312 	  -0.534 	  -0.780 	  -1.057 	  -1.350 	  -1.658 	  -1.988 	  -2.335 	  -2.706 	  -3.103 	  -3.527 	  -3.970 	  -4.433 	  -4.920 	  -5.430 	
  22.000 	   0.110 	   0.096 	   0.005 	  -0.139 	  -0.335 	  -0.559 	  -0.811 	  -1.084 	  -1.371 	  -1.671 	  -1.990 	  -2.332 	  -2.701 	  -3.090 	  -3.496 	  -3.926 	  -4.377 	  -4.848 	  -5.334 	
  22.500 	   0.108 	   0.089 	  -0.007 	  -0.157 	  -0.357 	  -0.584 	  -0.837 	  -1.106 	  -1.381 	  -1.673 	  -1.987 	  -2.324 	  -2.679 	  -3.053 	  -3.449 	  -3.856 	  -4.282 	  -4.726 	  -5.190 	
  23.000 	   0.106 	   0.082 	  -0.019 	  -0.175 	  -0.379 	  -0.609 	  -0.858 	  -1.117 	  -1.384 	  -1.670 	  -1.976 	  -2.300 	  -2.644 	  -2.997 	  -3.362 	  -3.749 	  -4.159 	  -4.597 	  -5.051 	
  23.500 	   0.103 	   0.075 	  -0.030 	  -0.193 	  -0.399 	  -0.630 	  -0.875 	  -1.123 	  -1.381 	  -1.659 	  -1.953 	  -2.262 	  -2.578 	  -2.908 	  -3.267 	  -3.651 	  -4.059 	  -4.488 	  -4.944 	
  24.000 	   0.101 	   0.068 	  -0.042 	  -0.210 	  -0.419 	  -0.647 	  -0.883 	  -1.121 	  -1.373 	  -1.639 	  -1.915 	  -2.198 	  -2.502 	  -2.834 	  -3.189 	  -3.571 	  -3.975 	  -4.405 	  -4.859 	
  24.500 	   0.099 	   0.060 	  -0.054 	  -0.227 	  -0.439 	  -0.662 	  -0.889 	  -1.117 	  -1.356 	  -1.604 	  -1.858 	  -2.138 	  -2.443 	  -2.773 	  -3.129 	  -3.509 	  -3.912 	  -4.339 	  -4.788 	
  25.000 	   0.097 	   0.053 	  -0.066 	  -0.243 	  -0.456 	  -0.672 	  -0.887 	  -1.104 	  -1.328 	  -1.556 	  -1.811 	  -2.091 	  -2.397 	  -2.728 	  -3.081 	  -3.456 	  -3.855 	  -4.276 	  -4.719 	
